drug_a_name,drug_a_rxcui,drug_b_name,drug_b_rxcui,interaction_text,severity,sources,drug_a,drug_b,description,mechanism
Amitone 10mg Tablet,215245,Amlong MT 50 Tablet PR,27553,"Both drugs may cause hypotension, increasing risk when used together",low,Side Effect Analysis,Amitone 10mg Tablet,Amlong MT 50 Tablet PR,"Both drugs may cause hypotension, increasing risk when used together",additive_side_effects
Amitone 10mg Tablet,215245,Amantex Tablet,,"Both drugs may cause hypotension, increasing risk when used together",low,Side Effect Analysis,Amitone 10mg Tablet,Amantex Tablet,"Both drugs may cause hypotension, increasing risk when used together",additive_side_effects
Amitone 10mg Tablet,215245,Axogurd NT Tablet SR,2629292,"Both drugs may cause hypotension, increasing risk when used together",low,Side Effect Analysis,Amitone 10mg Tablet,Axogurd NT Tablet SR,"Both drugs may cause hypotension, increasing risk when used together",additive_side_effects
Amitone 10mg Tablet,215245,Anthocyn-TX Tablet,1485071,"Both drugs may cause hypotension, increasing risk when used together",low,Side Effect Analysis,Amitone 10mg Tablet,Anthocyn-TX Tablet,"Both drugs may cause hypotension, increasing risk when used together",additive_side_effects
Azmarda 50mg Tablet,,Amantrel Tablet,,"Both drugs may cause hypotension, increasing risk when used together",low,Side Effect Analysis,Azmarda 50mg Tablet,Amantrel Tablet,"Both drugs may cause hypotension, increasing risk when used together",additive_side_effects
Anafortan Injection,,Asthakind-P Drops,692879,"Both drugs may cause arrhythmia, increasing risk when used together",low,Side Effect Analysis,Anafortan Injection,Asthakind-P Drops,"Both drugs may cause arrhythmia, increasing risk when used together",additive_side_effects
Anafortan Injection,,Aerodil  Expectorant,224884,"Both drugs may cause arrhythmia, increasing risk when used together",low,Side Effect Analysis,Anafortan Injection,Aerodil  Expectorant,"Both drugs may cause arrhythmia, increasing risk when used together",additive_side_effects
Anafortan Injection,,Amrox Syrup,725085,"Both drugs may cause arrhythmia, increasing risk when used together",low,Side Effect Analysis,Anafortan Injection,Amrox Syrup,"Both drugs may cause arrhythmia, increasing risk when used together",additive_side_effects
Anafortan Injection,,Anafortan Drop,,"Both drugs may cause arrhythmia, increasing risk when used together",low,Side Effect Analysis,Anafortan Injection,Anafortan Drop,"Both drugs may cause arrhythmia, increasing risk when used together",additive_side_effects
Anafortan Injection,,Betacap TR 40 Capsule,215278,"Both drugs may cause arrhythmia, increasing risk when used together",low,Side Effect Analysis,Anafortan Injection,Betacap TR 40 Capsule,"Both drugs may cause arrhythmia, increasing risk when used together",additive_side_effects
Anafortan Injection,,Betacap TR 20 Capsule,215278,"Both drugs may cause arrhythmia, increasing risk when used together",low,Side Effect Analysis,Anafortan Injection,Betacap TR 20 Capsule,"Both drugs may cause arrhythmia, increasing risk when used together",additive_side_effects
Anafortan Injection,,Betacap 20 Tablet,285094,"Both drugs may cause arrhythmia, increasing risk when used together",low,Side Effect Analysis,Anafortan Injection,Betacap 20 Tablet,"Both drugs may cause arrhythmia, increasing risk when used together",additive_side_effects
Anafortan Injection,,Betheran 25mg Tablet,,"Both drugs may cause arrhythmia, increasing risk when used together",low,Side Effect Analysis,Anafortan Injection,Betheran 25mg Tablet,"Both drugs may cause arrhythmia, increasing risk when used together",additive_side_effects
Anafortan Injection,,Betacap 10 Tablet,285094,"Both drugs may cause arrhythmia, increasing risk when used together",low,Side Effect Analysis,Anafortan Injection,Betacap 10 Tablet,"Both drugs may cause arrhythmia, increasing risk when used together",additive_side_effects
Anafortan Injection,,Betacap TR 80 Capsule,215278,"Both drugs may cause arrhythmia, increasing risk when used together",low,Side Effect Analysis,Anafortan Injection,Betacap TR 80 Capsule,"Both drugs may cause arrhythmia, increasing risk when used together",additive_side_effects
Anafortan Injection,,Betacap TR 60 Capsule,215278,"Both drugs may cause arrhythmia, increasing risk when used together",low,Side Effect Analysis,Anafortan Injection,Betacap TR 60 Capsule,"Both drugs may cause arrhythmia, increasing risk when used together",additive_side_effects
Anafortan Injection,,Dixin Paed Oral Solution,2667004,"Both drugs may cause arrhythmia, increasing risk when used together",low,Side Effect Analysis,Anafortan Injection,Dixin Paed Oral Solution,"Both drugs may cause arrhythmia, increasing risk when used together",additive_side_effects
Anafortan Injection,,Ephedrex Plus Expectorant,404970,"Both drugs may cause arrhythmia, increasing risk when used together",low,Side Effect Analysis,Anafortan Injection,Ephedrex Plus Expectorant,"Both drugs may cause arrhythmia, increasing risk when used together",additive_side_effects
Anafortan Injection,,Flecarite 100 Tablet,4441,"Both drugs may cause arrhythmia, increasing risk when used together",low,Side Effect Analysis,Anafortan Injection,Flecarite 100 Tablet,"Both drugs may cause arrhythmia, increasing risk when used together",additive_side_effects
Anafortan Injection,,Gerta Injection,215955,"Both drugs may cause arrhythmia, increasing risk when used together",low,Side Effect Analysis,Anafortan Injection,Gerta Injection,"Both drugs may cause arrhythmia, increasing risk when used together",additive_side_effects
Anafortan Injection,,Headset Tablet,,"Both drugs may cause arrhythmia, increasing risk when used together",low,Side Effect Analysis,Anafortan Injection,Headset Tablet,"Both drugs may cause arrhythmia, increasing risk when used together",additive_side_effects
Anafortan Injection,,Hedfree Tablet,,"Both drugs may cause arrhythmia, increasing risk when used together",low,Side Effect Analysis,Anafortan Injection,Hedfree Tablet,"Both drugs may cause arrhythmia, increasing risk when used together",additive_side_effects
Anafortan Injection,,HH Linctus-Ex Expectorant,404969,"Both drugs may cause arrhythmia, increasing risk when used together",low,Side Effect Analysis,Anafortan Injection,HH Linctus-Ex Expectorant,"Both drugs may cause arrhythmia, increasing risk when used together",additive_side_effects
Anafortan Injection,,Inderal LA 20 Tablet SR,151892,"Both drugs may cause arrhythmia, increasing risk when used together",low,Side Effect Analysis,Anafortan Injection,Inderal LA 20 Tablet SR,"Both drugs may cause arrhythmia, increasing risk when used together",additive_side_effects
Amlip 5 Tablet,,Ace Revelol 25/2.5 Tablet ER,219645,Complementary blood pressure control,low,Clinical Guidelines,Amlip 5 Tablet,Ace Revelol 25/2.5 Tablet ER,Complementary blood pressure control,synergistic_effect
Amlip 5 Tablet,,Ace Revelol 50/5 Tablet ER,219645,Complementary blood pressure control,low,Clinical Guidelines,Amlip 5 Tablet,Ace Revelol 50/5 Tablet ER,Complementary blood pressure control,synergistic_effect
Amlip 5 Tablet,,Actiblok IPR 25 Tablet,,Complementary blood pressure control,low,Clinical Guidelines,Amlip 5 Tablet,Actiblok IPR 25 Tablet,Complementary blood pressure control,synergistic_effect
Amlip 5 Tablet,,Betaloc 25mg Tablet,151435,Complementary blood pressure control,low,Clinical Guidelines,Amlip 5 Tablet,Betaloc 25mg Tablet,Complementary blood pressure control,synergistic_effect
Amlip 5 Tablet,,Betaloc 50mg Tablet,151435,Complementary blood pressure control,low,Clinical Guidelines,Amlip 5 Tablet,Betaloc 50mg Tablet,Complementary blood pressure control,synergistic_effect
Amlip 5 Tablet,,Betabest XL 50 Tablet,1209885,Complementary blood pressure control,low,Clinical Guidelines,Amlip 5 Tablet,Betabest XL 50 Tablet,Complementary blood pressure control,synergistic_effect
Amlip 5 Tablet,,Betaone-XL 50 Tablet,1209885,Complementary blood pressure control,low,Clinical Guidelines,Amlip 5 Tablet,Betaone-XL 50 Tablet,Complementary blood pressure control,synergistic_effect
Amlip 5 Tablet,,Betaloc 100mg Tablet,151435,Complementary blood pressure control,low,Clinical Guidelines,Amlip 5 Tablet,Betaloc 100mg Tablet,Complementary blood pressure control,synergistic_effect
Amlip 5 Tablet,,Embeta XR 25 Tablet,863853,Complementary blood pressure control,low,Clinical Guidelines,Amlip 5 Tablet,Embeta XR 25 Tablet,Complementary blood pressure control,synergistic_effect
Amlip 5 Tablet,,Embeta XR 50 Tablet,863853,Complementary blood pressure control,low,Clinical Guidelines,Amlip 5 Tablet,Embeta XR 50 Tablet,Complementary blood pressure control,synergistic_effect
Amlip 5 Tablet,,Embeta XR 12.5 Tablet,863853,Complementary blood pressure control,low,Clinical Guidelines,Amlip 5 Tablet,Embeta XR 12.5 Tablet,Complementary blood pressure control,synergistic_effect
Amlip 5 Tablet,,Embeta 25 Tablet,859959,Complementary blood pressure control,low,Clinical Guidelines,Amlip 5 Tablet,Embeta 25 Tablet,Complementary blood pressure control,synergistic_effect
Amlip 5 Tablet,,Embeta-R 2.5 Tablet,71852,Complementary blood pressure control,low,Clinical Guidelines,Amlip 5 Tablet,Embeta-R 2.5 Tablet,Complementary blood pressure control,synergistic_effect
Amlip 5 Tablet,,Embeta 50 Tablet,863853,Complementary blood pressure control,low,Clinical Guidelines,Amlip 5 Tablet,Embeta 50 Tablet,Complementary blood pressure control,synergistic_effect
Amlip 5 Tablet,,Embeta-R 5 Tablet ER,105865,Complementary blood pressure control,low,Clinical Guidelines,Amlip 5 Tablet,Embeta-R 5 Tablet ER,Complementary blood pressure control,synergistic_effect
Amlip 5 Tablet,,Embeta XR 100 Tablet,863847,Complementary blood pressure control,low,Clinical Guidelines,Amlip 5 Tablet,Embeta XR 100 Tablet,Complementary blood pressure control,synergistic_effect
Amlip 5 Tablet,,Evimeto 50 Tablet PR,,Complementary blood pressure control,low,Clinical Guidelines,Amlip 5 Tablet,Evimeto 50 Tablet PR,Complementary blood pressure control,synergistic_effect
Amlip 5 Tablet,,Evimeto 25 Tablet PR,,Complementary blood pressure control,low,Clinical Guidelines,Amlip 5 Tablet,Evimeto 25 Tablet PR,Complementary blood pressure control,synergistic_effect
Amlip 5 Tablet,,Gudpres-XL 50 Capsule,1209885,Complementary blood pressure control,low,Clinical Guidelines,Amlip 5 Tablet,Gudpres-XL 50 Capsule,Complementary blood pressure control,synergistic_effect
Amlip 5 Tablet,,Gudpres-XL 25 Capsule,1209885,Complementary blood pressure control,low,Clinical Guidelines,Amlip 5 Tablet,Gudpres-XL 25 Capsule,Complementary blood pressure control,synergistic_effect
Amlip 5 Tablet,,Hopace-MT 50 Tablet ER,27553,Complementary blood pressure control,low,Clinical Guidelines,Amlip 5 Tablet,Hopace-MT 50 Tablet ER,Complementary blood pressure control,synergistic_effect
Amlip 5 Tablet,,Kimet XL 25 Tablet,1209885,Complementary blood pressure control,low,Clinical Guidelines,Amlip 5 Tablet,Kimet XL 25 Tablet,Complementary blood pressure control,synergistic_effect
Amlip 5 Tablet,,Kimet XL 50 Tablet,1209885,Complementary blood pressure control,low,Clinical Guidelines,Amlip 5 Tablet,Kimet XL 50 Tablet,Complementary blood pressure control,synergistic_effect
Amlip 5 Tablet,,Kimet XL 12.5 Tablet,205643,Complementary blood pressure control,low,Clinical Guidelines,Amlip 5 Tablet,Kimet XL 12.5 Tablet,Complementary blood pressure control,synergistic_effect
Amlip 5 Tablet,,Met XL 25 Tablet,6837,Complementary blood pressure control,low,Clinical Guidelines,Amlip 5 Tablet,Met XL 25 Tablet,Complementary blood pressure control,synergistic_effect
Amlip 5 Tablet,,Met XL 50 Tablet,6837,Complementary blood pressure control,low,Clinical Guidelines,Amlip 5 Tablet,Met XL 50 Tablet,Complementary blood pressure control,synergistic_effect
Amlip 5 Tablet,,Metolar XR 25 Capsule,,Complementary blood pressure control,low,Clinical Guidelines,Amlip 5 Tablet,Metolar XR 25 Capsule,Complementary blood pressure control,synergistic_effect
Amlip 5 Tablet,,Metolar XR 50 Capsule,,Complementary blood pressure control,low,Clinical Guidelines,Amlip 5 Tablet,Metolar XR 50 Capsule,Complementary blood pressure control,synergistic_effect
Amlip 5 Tablet,,Metpure -XL 25 Tablet,1209885,Complementary blood pressure control,low,Clinical Guidelines,Amlip 5 Tablet,Metpure -XL 25 Tablet,Complementary blood pressure control,synergistic_effect
Amlip 5 Tablet,,Metocard XL 25 Tablet,1209885,Complementary blood pressure control,low,Clinical Guidelines,Amlip 5 Tablet,Metocard XL 25 Tablet,Complementary blood pressure control,synergistic_effect
Amlip 5 Tablet,,Metolar 25 Tablet,,Complementary blood pressure control,low,Clinical Guidelines,Amlip 5 Tablet,Metolar 25 Tablet,Complementary blood pressure control,synergistic_effect
Amlip 5 Tablet,,Metocard XL 50 Tablet,1209885,Complementary blood pressure control,low,Clinical Guidelines,Amlip 5 Tablet,Metocard XL 50 Tablet,Complementary blood pressure control,synergistic_effect
Amlip 5 Tablet,,Metpure -XL 50 Tablet,1209885,Complementary blood pressure control,low,Clinical Guidelines,Amlip 5 Tablet,Metpure -XL 50 Tablet,Complementary blood pressure control,synergistic_effect
Amlip 5 Tablet,,Metolar 50 Tablet,,Complementary blood pressure control,low,Clinical Guidelines,Amlip 5 Tablet,Metolar 50 Tablet,Complementary blood pressure control,synergistic_effect
Amlip 5 Tablet,,Metapro -XL 25 Tablet,1209885,Complementary blood pressure control,low,Clinical Guidelines,Amlip 5 Tablet,Metapro -XL 25 Tablet,Complementary blood pressure control,synergistic_effect
Amlip 5 Tablet,,Metapro-XL 50 Tablet,979315,Complementary blood pressure control,low,Clinical Guidelines,Amlip 5 Tablet,Metapro-XL 50 Tablet,Complementary blood pressure control,synergistic_effect
Amlip 5 Tablet,,Metolar XR 12.5 Capsule,,Complementary blood pressure control,low,Clinical Guidelines,Amlip 5 Tablet,Metolar XR 12.5 Capsule,Complementary blood pressure control,synergistic_effect
Amlip 5 Tablet,,Metzok 25 Tablet PR,,Complementary blood pressure control,low,Clinical Guidelines,Amlip 5 Tablet,Metzok 25 Tablet PR,Complementary blood pressure control,synergistic_effect
Amlip 5 Tablet,,Met XL 12.5 Tablet,6837,Complementary blood pressure control,low,Clinical Guidelines,Amlip 5 Tablet,Met XL 12.5 Tablet,Complementary blood pressure control,synergistic_effect
Amlip 5 Tablet,,Metpure -XL 12.5 Tablet,1209885,Complementary blood pressure control,low,Clinical Guidelines,Amlip 5 Tablet,Metpure -XL 12.5 Tablet,Complementary blood pressure control,synergistic_effect
Amlip 5 Tablet,,Metzok 50 Tablet PR,,Complementary blood pressure control,low,Clinical Guidelines,Amlip 5 Tablet,Metzok 50 Tablet PR,Complementary blood pressure control,synergistic_effect
Amlip 5 Tablet,,Met XL R 25mg/2.5mg Tablet,192585,Complementary blood pressure control,low,Clinical Guidelines,Amlip 5 Tablet,Met XL R 25mg/2.5mg Tablet,Complementary blood pressure control,synergistic_effect
Amlip 5 Tablet,,Metocard XL 12.5 Tablet,205643,Complementary blood pressure control,low,Clinical Guidelines,Amlip 5 Tablet,Metocard XL 12.5 Tablet,Complementary blood pressure control,synergistic_effect
Amlip 5 Tablet,,Metolar 1mg Injection,,Complementary blood pressure control,low,Clinical Guidelines,Amlip 5 Tablet,Metolar 1mg Injection,Complementary blood pressure control,synergistic_effect
Amlip 5 Tablet,,Mprol 25mg Tablet,1092541,Complementary blood pressure control,low,Clinical Guidelines,Amlip 5 Tablet,Mprol 25mg Tablet,Complementary blood pressure control,synergistic_effect
Amlip 5 Tablet,,Metocard XL 75 Tablet,1209885,Complementary blood pressure control,low,Clinical Guidelines,Amlip 5 Tablet,Metocard XL 75 Tablet,Complementary blood pressure control,synergistic_effect
Amlip 5 Tablet,,Metopole 25 XL Tablet,863583,Complementary blood pressure control,low,Clinical Guidelines,Amlip 5 Tablet,Metopole 25 XL Tablet,Complementary blood pressure control,synergistic_effect
Amlip 5 Tablet,,Metoder 50mg Tablet XL,1209885,Complementary blood pressure control,low,Clinical Guidelines,Amlip 5 Tablet,Metoder 50mg Tablet XL,Complementary blood pressure control,synergistic_effect
Amlip 5 Tablet,,Metol XL 50 tablet,427727,Complementary blood pressure control,low,Clinical Guidelines,Amlip 5 Tablet,Metol XL 50 tablet,Complementary blood pressure control,synergistic_effect
Amlip 5 Tablet,,Metomac 50 Tablet ER,,Complementary blood pressure control,low,Clinical Guidelines,Amlip 5 Tablet,Metomac 50 Tablet ER,Complementary blood pressure control,synergistic_effect
Amlip 5 Tablet,,Metpure H Tablet,,Complementary blood pressure control,low,Clinical Guidelines,Amlip 5 Tablet,Metpure H Tablet,Complementary blood pressure control,synergistic_effect
Amlip 5 Tablet,,Metolar XR 100 Capsule,,Complementary blood pressure control,low,Clinical Guidelines,Amlip 5 Tablet,Metolar XR 100 Capsule,Complementary blood pressure control,synergistic_effect
Amlip 5 Tablet,,Met XL H 50 Tablet,6837,Complementary blood pressure control,low,Clinical Guidelines,Amlip 5 Tablet,Met XL H 50 Tablet,Complementary blood pressure control,synergistic_effect
Amlip 5 Tablet,,Metzok 12.5 Tablet PR,,Complementary blood pressure control,low,Clinical Guidelines,Amlip 5 Tablet,Metzok 12.5 Tablet PR,Complementary blood pressure control,synergistic_effect
Amlip 5 Tablet,,Myoprol XL 50 Tablet,1209885,Complementary blood pressure control,low,Clinical Guidelines,Amlip 5 Tablet,Myoprol XL 50 Tablet,Complementary blood pressure control,synergistic_effect
Amlip 5 Tablet,,Metapro 25 Tablet,7688,Complementary blood pressure control,low,Clinical Guidelines,Amlip 5 Tablet,Metapro 25 Tablet,Complementary blood pressure control,synergistic_effect
Amlip 5 Tablet,,Metonce 25mg Tablet PR,,Complementary blood pressure control,low,Clinical Guidelines,Amlip 5 Tablet,Metonce 25mg Tablet PR,Complementary blood pressure control,synergistic_effect
Amlip 5 Tablet,,Metpure-H 50 Tablet,,Complementary blood pressure control,low,Clinical Guidelines,Amlip 5 Tablet,Metpure-H 50 Tablet,Complementary blood pressure control,synergistic_effect
Amlip 5 Tablet,,Metromax-XL 50 Tablet,1209885,Complementary blood pressure control,low,Clinical Guidelines,Amlip 5 Tablet,Metromax-XL 50 Tablet,Complementary blood pressure control,synergistic_effect
Amlip 5 Tablet,,Metozaar XL 50 Tablet,1209885,Complementary blood pressure control,low,Clinical Guidelines,Amlip 5 Tablet,Metozaar XL 50 Tablet,Complementary blood pressure control,synergistic_effect
Amlip 5 Tablet,,Metcy 50 Tablet SR,2105132,Complementary blood pressure control,low,Clinical Guidelines,Amlip 5 Tablet,Metcy 50 Tablet SR,Complementary blood pressure control,synergistic_effect
Amlip 5 Tablet,,Metwon XR 50 Tablet,540947,Complementary blood pressure control,low,Clinical Guidelines,Amlip 5 Tablet,Metwon XR 50 Tablet,Complementary blood pressure control,synergistic_effect
Amlip 5 Tablet,,Metspot XL 50 Tablet,1209885,Complementary blood pressure control,low,Clinical Guidelines,Amlip 5 Tablet,Metspot XL 50 Tablet,Complementary blood pressure control,synergistic_effect
Amlip 5 Tablet,,Metozox 25mg Tablet ER,863583,Complementary blood pressure control,low,Clinical Guidelines,Amlip 5 Tablet,Metozox 25mg Tablet ER,Complementary blood pressure control,synergistic_effect
Amlip 5 Tablet,,Metolar 100 Tablet,,Complementary blood pressure control,low,Clinical Guidelines,Amlip 5 Tablet,Metolar 100 Tablet,Complementary blood pressure control,synergistic_effect
Amlip 5 Tablet,,Metzok 100 Tablet PR,,Complementary blood pressure control,low,Clinical Guidelines,Amlip 5 Tablet,Metzok 100 Tablet PR,Complementary blood pressure control,synergistic_effect
Amlip 5 Tablet,,Metfirst XL 25 Tablet,1209885,Complementary blood pressure control,low,Clinical Guidelines,Amlip 5 Tablet,Metfirst XL 25 Tablet,Complementary blood pressure control,synergistic_effect
Amlip 5 Tablet,,Metspot XL 25 Tablet,1209885,Complementary blood pressure control,low,Clinical Guidelines,Amlip 5 Tablet,Metspot XL 25 Tablet,Complementary blood pressure control,synergistic_effect
Amlip 5 Tablet,,Mymeto XL 12.5 Tablet,205643,Complementary blood pressure control,low,Clinical Guidelines,Amlip 5 Tablet,Mymeto XL 12.5 Tablet,Complementary blood pressure control,synergistic_effect
Amlip 5 Tablet,,Metosan XR 50 Tablet,155046,Complementary blood pressure control,low,Clinical Guidelines,Amlip 5 Tablet,Metosan XR 50 Tablet,Complementary blood pressure control,synergistic_effect
Amlip 5 Tablet,,Metwell 50mg Tablet XL,1209885,Complementary blood pressure control,low,Clinical Guidelines,Amlip 5 Tablet,Metwell 50mg Tablet XL,Complementary blood pressure control,synergistic_effect
Amlip 5 Tablet,,Ozolol 50mg Tablet XL,1209885,Complementary blood pressure control,low,Clinical Guidelines,Amlip 5 Tablet,Ozolol 50mg Tablet XL,Complementary blood pressure control,synergistic_effect
Amlip 5 Tablet,,Prolomet XL 25 Tablet,1209885,Complementary blood pressure control,low,Clinical Guidelines,Amlip 5 Tablet,Prolomet XL 25 Tablet,Complementary blood pressure control,synergistic_effect
Amlip 5 Tablet,,Prolomet XL 50 Tablet,1209885,Complementary blood pressure control,low,Clinical Guidelines,Amlip 5 Tablet,Prolomet XL 50 Tablet,Complementary blood pressure control,synergistic_effect
Amlip 5 Tablet,,Prolomet R 25 Tablet ER,105865,Complementary blood pressure control,low,Clinical Guidelines,Amlip 5 Tablet,Prolomet R 25 Tablet ER,Complementary blood pressure control,synergistic_effect
Amlip 5 Tablet,,Prolomet XL 12.5 Tablet,205643,Complementary blood pressure control,low,Clinical Guidelines,Amlip 5 Tablet,Prolomet XL 12.5 Tablet,Complementary blood pressure control,synergistic_effect
Amlip 5 Tablet,,Prolomet R 50 Tablet ER,105865,Complementary blood pressure control,low,Clinical Guidelines,Amlip 5 Tablet,Prolomet R 50 Tablet ER,Complementary blood pressure control,synergistic_effect
Amlip 5 Tablet,,Prolomet XL 100 Tablet,1209885,Complementary blood pressure control,low,Clinical Guidelines,Amlip 5 Tablet,Prolomet XL 100 Tablet,Complementary blood pressure control,synergistic_effect
Amlip 5 Tablet,,Protol  -XL 50 Tablet,1209885,Complementary blood pressure control,low,Clinical Guidelines,Amlip 5 Tablet,Protol  -XL 50 Tablet,Complementary blood pressure control,synergistic_effect
Amlip 5 Tablet,,Protol-XL 25 Tablet,601840,Complementary blood pressure control,low,Clinical Guidelines,Amlip 5 Tablet,Protol-XL 25 Tablet,Complementary blood pressure control,synergistic_effect
Amlip 5 Tablet,,Ramistar-M 25mg/2.5mg Tablet XL,2179495,Complementary blood pressure control,low,Clinical Guidelines,Amlip 5 Tablet,Ramistar-M 25mg/2.5mg Tablet XL,Complementary blood pressure control,synergistic_effect
Amlip 5 Tablet,,Revelol 50 H Tablet ER,219645,Complementary blood pressure control,low,Clinical Guidelines,Amlip 5 Tablet,Revelol 50 H Tablet ER,Complementary blood pressure control,synergistic_effect
Amlip 5 Tablet,,Ramistar-M XL 50 Tablet,218654,Complementary blood pressure control,low,Clinical Guidelines,Amlip 5 Tablet,Ramistar-M XL 50 Tablet,Complementary blood pressure control,synergistic_effect
Amlip 5 Tablet,,Revelol-CH 50mg/12.5mg Tablet ER,262905,Complementary blood pressure control,low,Clinical Guidelines,Amlip 5 Tablet,Revelol-CH 50mg/12.5mg Tablet ER,Complementary blood pressure control,synergistic_effect
Amlip 5 Tablet,,Seloken XL 25mg Tablet,1209885,Complementary blood pressure control,low,Clinical Guidelines,Amlip 5 Tablet,Seloken XL 25mg Tablet,Complementary blood pressure control,synergistic_effect
Amlip 5 Tablet,,Starpress XL 25 Tablet,1209885,Complementary blood pressure control,low,Clinical Guidelines,Amlip 5 Tablet,Starpress XL 25 Tablet,Complementary blood pressure control,synergistic_effect
Amlip 5 Tablet,,Starpress XL 50 Tablet,1209885,Complementary blood pressure control,low,Clinical Guidelines,Amlip 5 Tablet,Starpress XL 50 Tablet,Complementary blood pressure control,synergistic_effect
Amlip 5 Tablet,,Seloken XL 50mg Tablet,1209885,Complementary blood pressure control,low,Clinical Guidelines,Amlip 5 Tablet,Seloken XL 50mg Tablet,Complementary blood pressure control,synergistic_effect
Amlip 5 Tablet,,Supermet XL 50 Tablet,1209885,Complementary blood pressure control,low,Clinical Guidelines,Amlip 5 Tablet,Supermet XL 50 Tablet,Complementary blood pressure control,synergistic_effect
Amlip 5 Tablet,,Supermet XL 25 Tablet,1209885,Complementary blood pressure control,low,Clinical Guidelines,Amlip 5 Tablet,Supermet XL 25 Tablet,Complementary blood pressure control,synergistic_effect
Amlip 5 Tablet,,Starpress R XL 25 Tablet,2057107,Complementary blood pressure control,low,Clinical Guidelines,Amlip 5 Tablet,Starpress R XL 25 Tablet,Complementary blood pressure control,synergistic_effect
Amlip 5 Tablet,,Starpress XL 12.5 Tablet,205643,Complementary blood pressure control,low,Clinical Guidelines,Amlip 5 Tablet,Starpress XL 12.5 Tablet,Complementary blood pressure control,synergistic_effect
Amlip 5 Tablet,,Starcad-Beta 25 Tablet ER,437727,Complementary blood pressure control,low,Clinical Guidelines,Amlip 5 Tablet,Starcad-Beta 25 Tablet ER,Complementary blood pressure control,synergistic_effect
Amlip 5 Tablet,,Starpress R XL 50 Tablet,1247719,Complementary blood pressure control,low,Clinical Guidelines,Amlip 5 Tablet,Starpress R XL 50 Tablet,Complementary blood pressure control,synergistic_effect
Amlip 5 Tablet,,Seloken XL 100mg Tablet,1209885,Complementary blood pressure control,low,Clinical Guidelines,Amlip 5 Tablet,Seloken XL 100mg Tablet,Complementary blood pressure control,synergistic_effect
Amlip 5 Tablet,,Starcad-Beta 50 Tablet ER,437727,Complementary blood pressure control,low,Clinical Guidelines,Amlip 5 Tablet,Starcad-Beta 50 Tablet ER,Complementary blood pressure control,synergistic_effect
Amlip 5 Tablet,,Sustameto 50 Tablet ER,,Complementary blood pressure control,low,Clinical Guidelines,Amlip 5 Tablet,Sustameto 50 Tablet ER,Complementary blood pressure control,synergistic_effect
Amlip 5 Tablet,,Starpress-H 50 XL Tablet,866438,Complementary blood pressure control,low,Clinical Guidelines,Amlip 5 Tablet,Starpress-H 50 XL Tablet,Complementary blood pressure control,synergistic_effect
Amlip 5 Tablet,,Supermet XL 100 Tablet,1209885,Complementary blood pressure control,low,Clinical Guidelines,Amlip 5 Tablet,Supermet XL 100 Tablet,Complementary blood pressure control,synergistic_effect
Amlip 5 Tablet,,Tolol -XR 12.5 Tablet,2043280,Complementary blood pressure control,low,Clinical Guidelines,Amlip 5 Tablet,Tolol -XR 12.5 Tablet,Complementary blood pressure control,synergistic_effect
Amlip 5 Tablet,,Translol -XL 50 Tablet,1209885,Complementary blood pressure control,low,Clinical Guidelines,Amlip 5 Tablet,Translol -XL 50 Tablet,Complementary blood pressure control,synergistic_effect
Amlip 5 Tablet,,Tolol -XR 100 Tablet,2043280,Complementary blood pressure control,low,Clinical Guidelines,Amlip 5 Tablet,Tolol -XR 100 Tablet,Complementary blood pressure control,synergistic_effect
Amlip 5 Tablet,,Vinicor XL 25 Tablet PR,1209885,Complementary blood pressure control,low,Clinical Guidelines,Amlip 5 Tablet,Vinicor XL 25 Tablet PR,Complementary blood pressure control,synergistic_effect
Amlip 5 Tablet,,Vinicor XL 50 Tablet,1209885,Complementary blood pressure control,low,Clinical Guidelines,Amlip 5 Tablet,Vinicor XL 50 Tablet,Complementary blood pressure control,synergistic_effect
Amlip 5 Tablet,,Vinicor-D 50 Tablet,22701,Complementary blood pressure control,low,Clinical Guidelines,Amlip 5 Tablet,Vinicor-D 50 Tablet,Complementary blood pressure control,synergistic_effect
Amlip 5 Tablet,,Vinicor-D 25 Tablet ER,1294365,Complementary blood pressure control,low,Clinical Guidelines,Amlip 5 Tablet,Vinicor-D 25 Tablet ER,Complementary blood pressure control,synergistic_effect
Amlip 5 Tablet,,Velol 50mg Tablet XL,1209885,Complementary blood pressure control,low,Clinical Guidelines,Amlip 5 Tablet,Velol 50mg Tablet XL,Complementary blood pressure control,synergistic_effect
Amlip 5 Tablet,,Vinicor XL 100 Tablet,1209885,Complementary blood pressure control,low,Clinical Guidelines,Amlip 5 Tablet,Vinicor XL 100 Tablet,Complementary blood pressure control,synergistic_effect
Amlopres-AT Tablet,735456,Ace Revelol 25/2.5 Tablet ER,219645,Complementary blood pressure control,low,Clinical Guidelines,Amlopres-AT Tablet,Ace Revelol 25/2.5 Tablet ER,Complementary blood pressure control,synergistic_effect
Amlopres-AT Tablet,735456,Ace Revelol 50/5 Tablet ER,219645,Complementary blood pressure control,low,Clinical Guidelines,Amlopres-AT Tablet,Ace Revelol 50/5 Tablet ER,Complementary blood pressure control,synergistic_effect
